country,year,inflation_period_average,wb_unemployment_rate,min_wage_monthly,informal_employment_rate,working_poverty_rate,cpi_rank,cpi_score,education_level,employment_rate,gdp_growth,net_migration,political_stability,rule_of_law,epi_score,gpi_rank,gpi_score,happiness_score,social_support_score,ilo_unemployment_rate,hdi_score,avg_education_length,life_expectancy,uk_imports,uk_exports,real_gdp_growth,gdp_current_usd,fdi_net_outflows_pct_gdp,fdi_net_inflows_pct_gdp,gdp_per_capita_current_usd,Inflation_Period_Average,asylum_applications,EPS,SSS,GRS,MRI,ESS,HCM,DTR,MWI,MOS
United Kingdom,2012,2.8,5.929,1275.395,5.217,,17,74,36.95000076,56.858,1.508998374,172088,0.402270734,1.729413867,,42,1.823,7.023,1.4578449726104736,8.25,0.91,13.33852959,80.866,,,-1.291001626,2.70709E+12,0.444150056,1.726975994,42497.3405,2.8,0,,,0.781131412,0.228695239,0.370078737,0.966084425,,,
United Kingdom,2013,2.6,5.571,1286.441,4.393,,14,76,37.86000061,57.202,1.799921494,237272,0.486201435,1.689380884,,40,1.765,6.883,1.4578449726104736,7.704,0.923,12.83395004,80.929,,,-0.800078506,2.78485E+12,1.660802198,1.95605174,43426.29814,2.6,0,,,0.795686979,0.212665408,0.377436226,0.927674186,,,
United Kingdom,2014,1.5,4.586,1306.171,4.161,,14,78,38.97999954,58.156,3.194637313,306091,0.415347636,1.87468195,,45,1.801,6.892,1.4578449726104736,6.363,0.924,12.88897991,81.16,,,1.694637313,3.06471E+12,-3.71700461,1.921567748,47439.61659,1.5,0,,,0.789477502,0.186909981,0.405985421,0.931863239,,,
United Kingdom,2015,0,3.982,1332.839,4.166,,11,81,39.78941345,58.793,2.222888449,347839,0.503706396,1.770688176,,38,1.767,6.867,1.4578449726104736,5.517,0.923,12.97976335,80.924,,,2.222888449,2.92791E+12,-2.055288345,1.548321685,44964.39114,0,0,,,0.793772388,0.172958317,0.41687262,0.93877397,,,
United Kingdom,2016,0.7,3.601,1512.806,4.037,,10,81,40.57490158,59.344,1.921710078,324649,0.347932637,1.639998436,,41,1.809,6.725,1.4578449726104736,4.867,0.926,13.07054679,81.075,,,1.221710078,2.68911E+12,1.223762287,12.07885281,40985.23514,0.7,0,,,0.774595048,0.208316996,0.41581019,0.945684702,,,
United Kingdom,2017,2.7,3.277,1579.849,8.999,,8,82,44.09000015,59.603,2.656504893,272311,0.380680293,1.645065308,,40,1.818,6.714,1.4578449726104736,4.452,0.929,13.16133022,81.168,,,-0.043495107,2.68015E+12,6.419193347,4.677309144,40572.12148,2.7,0,,,0.774847563,0.198249741,0.409599844,0.952595432,,,
United Kingdom,2018,2.5,3.033,1664.32,6.512,,11,80,41.59309006,60.024,1.405190266,259744,0.077085562,1.603179216,,48,1.869,6.814,1.4578449726104736,4.12,0.928,13.24292692,81.125,,,-1.094809734,2.87134E+12,-0.997169642,-0.872604334,43203.81411,2.5,0,,,0.771377757,0.251211217,0.406730024,0.958806839,,,
United Kingdom,2019,1.8,2.66,1800.099,6.512,,12,77,42.99925995,60.335,1.624475159,232727,0.526694298,1.569929242,,40,1.801,7.054,1.4578449726104736,3.613,0.933,13.32452361,81.725,,,-0.175524841,2.85141E+12,-0.753954193,0.694070008,42662.53537,1.8,0,,,0.814161885,0.217387012,0.416798917,0.965018245,,,
United Kingdom,2020,0.9,3.247,1923.392,6.512,,11,77,47.24000168,59.746,-10.29691887,144221,0.483050257,1.463964343,,52,1.888,7.1645002365112305,1.4578449726104736,4.472,0.92,13.4061203,80.434,,,-11.19691887,2.69678E+12,0.607703722,5.82864206,40201.68124,0.9,0,,,0.790360421,0.236052166,0.331029449,0.97122965,,,
United Kingdom,2021,2.6,3.807,2007.357,6.512,,11,78,48.66999817,58.958,8.575950905,462967,0.489994138,1.395513654,,36,1.718,7.063600063323975,1.061990499,4.826,0.931,13.4061203,80.742,,,5.9759509049999995,3.14332E+12,5.113966955,0.160847823,46896.86624,2.6,0,,,0.831588403,0.238392906,0.445683358,0.97122965,,,
United Kingdom,2022,9.1,2.814,2248.521,6.512,,18,73,40.20496368,59.596,4.839085147,487029,0.533176064,1.413798213,,36,1.727,6.942500114440918,1.1430999040603638,3.73,0.94,13.4061203,82.156,,,-4.260914853,3.11404E+12,4.010521485,1.441788923,45935.92765,9.1,0,,,0.828355136,0.25817707,0.379210388,0.97122965,,,
United Kingdom,2023,7.3,2.924,2539.652,6.512,,20,71,41.77133179,59.323,0.339966158,445523,0.514935672,1.398365974,,32,1.699,6.795599937438965,1.3662347793579102,3.984,0.9365636363636365,13.462080470545459,81.40087272727271,,,-6.960033842,3.38085E+12,1.890865403,-2.645459686,49463.85546,7.3,0,,,0.81747678,0.273261579,0.356772414,0.975489521,,,
United Kingdom,2024,2.6,2.924,2419.425409,6.512,,20,71,45.908695395757604,59.323,0.339966158,422416.6060606092,0.514935672,1.398365974,,34,1.703,6.749000072479248,1.3261128664016724,3.984,0.9383090909090908,13.507898256090911,81.44792727272727,,,-4.313808515,3.14672E+12,3.4004076445150986,0.4819805387423912,45822.37786530313,2.6,0,,,0.814227198,0.273261579,0.375791426,0.97897732,,,
United States,2012,2.1,8.069000244,1257,36.878,0,19,73,40.65999985,58.017,2.289113388,1632007,0.632442117,1.620341778,0,123,2.331,7.126,1.416264185901478,8.069,0.92,13.14148045,78.944,52057,88240,0.189113388,1.6254E+13,2.320909907,1.540208331,51784.41147,2.1,27,0.313400012,0.407021691,0.686804977,0.220077351,0.393617654,0.451084403,0.239881711,0.36149177,-0.024045879
United States,2013,1.5,7.375,1257,36.362,0,19,73,41.5,58.108,2.117830099,1663885,0.643072605,1.549427629,0,128,2.334,7.082,1.4075193607289174,7.375,0.922,13.20003033,78.951,52502,91379,0.617830099,1.68807E+13,2.32689637,1.70686814,53409.75078,1.5,31,0.313112167,0.395981607,0.684298131,0.227746967,0.397711871,0.455541411,0.245295255,0.366146227,-0.02651703
United States,2014,1.6,6.168000221,1257,35.865,0,17,74,41.88999939,58.595,2.523819814,1672598,0.582419634,1.606974125,0,128,2.342,7.121,1.4152704557682325,6.168,0.923,13.22457981,79.017,57023,92615,0.923819814,1.76081E+13,2.200851674,1.430338631,55304.31553,1.6,65,0.302910783,0.373621871,0.687154478,0.222355837,0.405331957,0.457410197,0.25701489,0.373215023,-0.03515212
United States,2015,0.1,5.28000021,1257,35.905,0,16,76,42.34000015,58.979,2.945550455,1722127,0.662890196,1.563012362,0,132,2.362,7.119,1.414872963714934,5.28,0.924,13.25187969,78.869,60831,102233,2.845550455,1.8295E+13,1.651110611,2.795482202,57040.20821,0.1,57,0.293406721,0.356619443,0.683552221,0.207240972,0.423418225,0.459488353,0.279133936,0.387308103,-0.046950691
United States,2016,1.3,4.868999958,1257,35.696,0,18,74,43.50999832,59.391,1.819451475,1889129,0.385635316,1.580597401,0,131,2.38,7.104,1.4118917733151977,4.869,0.926,13.34290981,78.848,68755,110131,0.519451475,1.88049E+13,1.594343989,2.522681174,58206.61419,1.3,46,0.307927059,0.35467978,0.680309804,0.249503588,0.411286064,0.466417862,0.307746503,0.395110628,-0.043591785
United States,2017,2.1,4.355000019,1257,35.968,0,16,75,44.66316605,59.824,2.457622303,1864738,0.262138307,1.608979344,0,129,2.423,6.993,1.3898309643571478,4.355,0.928,13.41329002,78.821,73833,119491,0.357622303,1.96121E+13,2.087552879,1.941775542,60322.26142,2.1,50,0.311911234,0.343069815,0.662644272,0.255401742,0.414942748,0.471775433,0.332061265,0.406219189,-0.047153978
United States,2018,2.4,3.895999908,1257,36.036,0,22,71,45.16999817,60.153,2.966505069,1764961,0.386239082,1.475687265,0,133,2.494,6.886,1.3685651395056941,3.896,0.93,13.50162029,78.99,79785,130984,0.566505069,2.06565E+13,-0.632826949,1.039454088,63201.04585,2.4,61,0.324309667,0.332975924,0.639021717,0.279072097,0.420106183,0.478499421,0.361264216,0.419914611,-0.047802472
United States,2019,1.8,3.681999922,1257,35.938,0,23,69,46.34811783,60.542,2.58382533,1774500,0.118298575,1.42417264,0,132,2.523,6.932,1.3777074567315528,3.669,0.933,13.59252501,79.138,89039,142637,0.78382533,2.154E+13,0.533551978,1.466965014,65604.68152,1.8,63,0.339897828,0.330830794,0.639969785,0.328934454,0.425998129,0.485419384,0.398187153,0.436491235,-0.048296704
United States,2020,1.2,3.681999922,1257,34.903,0,22.59012016,69,48.09000015,56.598,-2.163029139,329769,-0.027899733,1.336493731,0,134,2.527,7.183,1.4275927094204763,8.055,0.923,13.68342972,77.414,76379,128711,-3.363029139,2.13541E+13,1.322139233,0.641871902,64411.37318,1.2,65,0.377768182,0.426763832,0.651048061,0.357702116,0.352292514,0.492339347,0.350471768,0.398328039,-0.010279929
United States,2021,4.7,3.681999922,1257,36.352,0,27,67,47.91442108,58.211,6.055052933,674787,-0.014424653,1.389156938,0,136,2.602,7.063,1.4037431862225846,5.349,0.921,13.57549953,77.198,80212,142298,1.355052933,2.36812E+13,1.443991093,2.009212298,71318.30736,4.7,55,0.361044061,0.343838666,0.620946101,0.360347943,0.404156965,0.484123349,0.378216356,0.42212334,-0.030539639
United States,2022,8,3.681999922,1257,35.615,0,24,69,48.11999893,59.539,2.51237532,1319009,0.008700687,1.369202018,0,131,2.567,6.977,1.3866510279307622,3.65,0.927,13.57549953,78.203,113543,176483,-5.48762468,2.60069E+13,1.493873182,1.572590774,78035.17536,8,79,0.350765681,0.330828153,0.62756736,0.34914149,0.369759275,0.484123349,0.500016366,0.451254533,-0.050244426
United States,2023,4.1,3.681999922,1257,35.316,0,24,69,49.14236069,59.821,2.887556009,1322668,0.029424749,1.327677846,0,130,2.565,6.796,1.3506779971072753,3.638,0.9280727272727272,13.730532547272716,77.77139999999997,112104,179367,-1.212443991,2.77207E+13,1.638067771,1.258207357,82769.41221,4.1,104,0.35602174,0.328940228,0.612645841,0.351877649,0.403624938,0.495924968,0.500832166,0.466747344,-0.055362802
United States,2024,3,3.681999922,1257,35.364,0,25.72229639519378,69,50.23721949227274,59.821,2.887556009,994255.5,0.029424749,1.327677846,0,134.6060606060605,2.6318030303030326,6.725,1.3365670292151892,4.022,0.9285545454545454,13.784064574999988,77.63643636363634,110810.2424242422,178960.63636363484,-2.372068593,2.69586E+13,0.86532388,1.317382361090921,80189.05210757535,3,99,0.365214942,0.335474187,0.591597434,0.351877649,0.395290456,0.5,0.497401859,0.464184349,-0.049484703
